,receptor,weight,ligexp,recpercent,LRexp,GE,cell
1250,ITGB4,0.126956635,3.205269088,0.316508068,1.014493526,GE3,Endothelial Cells
1251,TGFBR2,0.122725096,3.205269088,0.729554544,2.338418629,GE3,Endothelial Cells
1252,ITGB1,0.389762464,3.205269088,0.748724314,2.399862899,GE3,Endothelial Cells
1253,ITGB1,0.215323106,2.242801633,0.748724314,1.679240114,GE3,Endothelial Cells
1254,TNFRSF1A,0.316229025,2.242801633,0.56888705,1.275900805,GE3,Endothelial Cells
1255,ITGB1,0.259535024,1.385232151,0.748724314,1.037156992,GE3,Endothelial Cells
1256,LPAR6,0.130278885,1.255814266,0.528754655,0.664017638,GE4,Endothelial Cells
1257,LPAR6,0.130278885,1.929855963,0.528754655,1.020420323,GE4,Endothelial Cells
1258,LIFR,0.235856398,1.318726788,0.420907461,0.555061944,GE4,Endothelial Cells
1259,TACR1,0.212656506,10.82223772,0.170872983,1.849228042,GE4,Endothelial Cells
1260,HRH1,0.213977936,10.82223772,0.185491656,2.007434799,GE4,Endothelial Cells
1261,F2RL3,0.225518483,10.82223772,0.102330713,1.107447302,GE4,Endothelial Cells
1262,F2R,0.247914622,10.82223772,0.248931182,2.693992426,GE4,Endothelial Cells
1263,EDNRB,0.215606569,10.82223772,0.153082333,1.656693403,GE4,Endothelial Cells
1264,CXCR4,0.173296783,10.82223772,0.093366432,1.010433724,GE4,Endothelial Cells
1265,ACKR3,0.228546832,10.82223772,0.061370845,0.664169878,GE4,Endothelial Cells
1266,APLNR,0.212136711,10.82223772,0.38518825,4.168598806,GE4,Endothelial Cells
1267,LPAR6,0.130278885,1.899303461,0.528754655,1.004265546,GE4,Endothelial Cells
1268,SCARB1,0.345132785,1.899303461,0.36257068,0.688631747,GE4,Endothelial Cells
1269,SELENOS,0.344150839,1.899303461,0.371810785,0.70618151,GE4,Endothelial Cells
1270,S1PR1,0.126382617,1.899303461,0.582540339,1.106420883,GE4,Endothelial Cells
1271,APLNR,0.212136711,1.899303461,0.38518825,0.731589376,GE4,Endothelial Cells
1272,S1PR1,0.126382617,4.111056758,0.582540339,2.394856399,GE4,Endothelial Cells
1273,APLNR,0.212136711,4.111056758,0.38518825,1.583530758,GE4,Endothelial Cells
1274,S1PR1,0.126382617,2.061142568,0.582540339,1.200698691,GE4,Endothelial Cells
1275,APLNR,0.212136711,2.061142568,0.38518825,0.793927899,GE4,Endothelial Cells
1276,CD99,0.24472722,1.177414301,0.755619914,0.889677693,GE4,Endothelial Cells
1277,EPHB4,0.649344481,1.942122438,0.286856985,0.557111387,GE4,Endothelial Cells
1278,PECAM1,0.629637223,1.942122438,0.893531927,1.735348404,GE4,Endothelial Cells
1279,INSR,0.189360502,1.942122438,0.336919046,0.654338038,GE4,Endothelial Cells
1280,CD99,0.24472722,1.942122438,0.755619914,1.46750639,GE4,Endothelial Cells
1281,RPSA,0.162086214,1.233634114,0.843331954,1.040363068,GE4,Endothelial Cells
1282,TNFRSF1A,0.286159054,1.233634114,0.56888705,0.701798472,GE4,Endothelial Cells
1283,MYLK,0.165787333,2.269109597,0.302992691,0.687523622,GE4,Endothelial Cells
1284,IL6ST,0.551000172,3.33665707,0.627775479,2.094671491,GE4,Endothelial Cells
1285,LIFR,0.888439643,3.33665707,0.420907461,1.404423856,GE4,Endothelial Cells
1286,RYK,0.433876025,4.372375776,0.132119708,0.577677009,GE4,Endothelial Cells
1287,ITGB1,0.389762464,1.210880367,0.748724314,0.906615572,GE4,Endothelial Cells
1288,TGFBR2,0.122725096,1.210880367,0.729554544,0.883403274,GE4,Endothelial Cells
1289,JAM2,0.610243816,1.063461141,0.56681837,0.602789311,GE4,Endothelial Cells
1290,ENG,0.805847413,1.063461141,0.826092953,0.878517754,GE4,Endothelial Cells
1291,RACK1,0.277758087,1.063461141,0.785822645,0.835691847,GE4,Endothelial Cells
1292,TNFRSF1A,0.316229025,1.403993608,0.56888705,0.798713782,GE4,Endothelial Cells
1293,ITGB1,0.215323106,1.403993608,0.748724314,1.051204151,GE4,Endothelial Cells
1294,FLT1,0.726801573,1.392984468,0.556612881,0.775353098,GE4,Endothelial Cells
1295,ITGB1,0.259535024,1.392984468,0.748724314,1.04296134,GE4,Endothelial Cells
1296,LEPR,0.439831659,47.10985687,0.164253206,7.737945047,GE5,Endothelial Cells
1297,CD44,0.216539832,47.10985687,0.073507102,3.462909076,GE5,Endothelial Cells
1298,INSR,0.37823044,47.10985687,0.336919046,15.87220802,GE5,Endothelial Cells
1299,S1PR1,0.126382617,26.27341953,0.582540339,15.30532673,GE5,Endothelial Cells
1300,ACKR1,0.895178984,26.27341953,0.596607365,15.67491558,GE5,Endothelial Cells
1301,ACKR3,0.367778102,26.27341953,0.061370845,1.612421968,GE5,Endothelial Cells
1302,APLNR,0.212136711,26.27341953,0.38518825,10.12021249,GE5,Endothelial Cells
1303,LDLR,0.627021431,12.95815086,0.225761964,2.925457587,GE5,Endothelial Cells
1304,SCARB1,0.589399737,12.95815086,0.36257068,4.698245569,GE5,Endothelial Cells
1305,LRP5,0.125359473,12.95815086,0.161494966,2.092676136,GE5,Endothelial Cells
1306,VCAM1,0.188180394,12.95815086,0.20838505,2.70028492,GE5,Endothelial Cells
1307,CD36,0.153325007,6.515753322,0.4557992,2.969875152,GE5,Endothelial Cells
1308,ITGA1,0.146469335,6.515753322,0.237484485,1.547390321,GE5,Endothelial Cells
1309,ITGAV,0.240972064,6.515753322,0.240104813,1.564463734,GE5,Endothelial Cells
1310,ITGB1,0.50119522,6.515753322,0.748724314,4.878502935,GE5,Endothelial Cells
1311,ITGA5,0.12618435,6.515753322,0.465590953,3.033675798,GE5,Endothelial Cells
1312,RPSA,0.161194147,3.081131711,0.843331954,2.598416827,GE5,Endothelial Cells
1313,ITGB1,0.433977464,3.081131711,0.748724314,2.306918226,GE5,Endothelial Cells
1314,ITGA5,0.476878121,3.081131711,0.465590953,1.43454705,GE5,Endothelial Cells
1315,ITGAV,0.141327231,24.85514986,0.240104813,5.967841113,GE5,Endothelial Cells
1316,ITGA5,0.12618435,24.85514986,0.465590953,11.57233291,GE5,Endothelial Cells
1317,ITGA9,0.133476008,24.85514986,0.116811474,2.903366699,GE5,Endothelial Cells
1318,NCSTN,0.300017166,24.85514986,0.1768032,4.394470021,GE5,Endothelial Cells
1319,LTBR,0.699784985,22.39534352,0.379533857,8.499791113,GE5,Endothelial Cells
1320,TNFRSF1A,0.497927069,22.39534352,0.56888705,12.74042091,GE5,Endothelial Cells
1321,TRAF2,0.253772488,22.39534352,0.065370294,1.463990184,GE5,Endothelial Cells
1322,RPSA,0.21140433,1.379774838,0.843331954,1.163608211,GE6,Endothelial Cells
1323,ICAM1,0.220305904,1.379774838,0.490553027,0.676852724,GE6,Endothelial Cells
1324,VCAM1,0.188180394,1.379774838,0.20838505,0.287524449,GE6,Endothelial Cells
1325,CXCR4,0.173296783,1.175095524,0.093366432,0.109714477,GE6,Endothelial Cells
1326,ACKR3,0.228546832,1.175095524,0.061370845,0.072116606,GE6,Endothelial Cells
1327,APLNR,0.212136711,1.175095524,0.38518825,0.452632988,GE6,Endothelial Cells
1328,TGFBR2,0.179929659,1.146034455,0.729554544,0.836094645,GE6,Endothelial Cells
1329,ITGB2,0.24899674,1.350754102,0.015584057,0.021050229,GE6,Endothelial Cells
1330,SDC2,0.298267789,1.393982769,0.025099986,0.034988948,GE6,Endothelial Cells
1331,LRP1,0.303365765,1.393982769,0.018342298,0.025568847,GE6,Endothelial Cells
1332,ITGB1,0.50119522,1.070474275,0.748724314,0.801490117,GE6,Endothelial Cells
1333,ITGAV,0.240972064,1.070474275,0.240104813,0.257026026,GE6,Endothelial Cells
1334,ITGA3,0.173491723,1.070474275,0.14053234,0.150436255,GE6,Endothelial Cells
1335,ITGA2,0.122189206,1.070474275,0.119983451,0.128439197,GE6,Endothelial Cells
1336,ITGA5,0.12618435,1.070474275,0.465590953,0.498403138,GE6,Endothelial Cells
1337,ITGA9,0.17485193,1.070474275,0.116811474,0.125043678,GE6,Endothelial Cells
1338,ITGA1,0.146469335,1.070474275,0.237484485,0.254221032,GE6,Endothelial Cells
1339,CD36,0.153325007,1.070474275,0.4557992,0.487921318,GE6,Endothelial Cells
1340,CD44,0.402828991,1.070474275,0.073507102,0.078687462,GE6,Endothelial Cells
1341,EPHA2,0.71841881,2.55330675,0.102744449,0.262338095,GE7,Endothelial Cells
1342,EPHB4,0.208873823,2.55330675,0.286856985,0.732433877,GE7,Endothelial Cells
1343,EPHA4,0.725363176,2.55330675,0.231278444,0.590524813,GE7,Endothelial Cells
1344,APLNR,0.212136711,1.091414426,0.38518825,0.420400013,GE7,Endothelial Cells
1345,TGFBR2,0.204812661,1.680994211,0.729554544,1.226376966,GE7,Endothelial Cells
1346,NRP1,0.155542433,1.4406676,0.555647497,0.800503346,GE7,Endothelial Cells
1347,NRP1,0.371715213,2.173555244,0.555647497,1.207730531,GE7,Endothelial Cells
1348,NRP2,0.686878049,2.173555244,0.332505861,0.722719858,GE7,Endothelial Cells
1349,INSR,0.368228631,2.214953991,0.336919046,0.746260185,GE7,Endothelial Cells
1350,CUL5,0.168603502,2.214953991,0.212660323,0.471032831,GE7,Endothelial Cells
1351,ANXA6,0.136650637,2.214953991,0.223003724,0.493942988,GE7,Endothelial Cells
1352,IGF1R,0.422350321,2.214953991,0.118466418,0.262397666,GE7,Endothelial Cells
1353,ICAM1,0.283643276,1.48053638,0.490553027,0.726281603,GE7,Endothelial Cells
1354,RYK,0.331812761,1.181400765,0.132119708,0.156086324,GE7,Endothelial Cells
1355,RARG,0.19605702,3.00377444,0.080264791,0.241097328,GE7,Endothelial Cells
1356,SPHK1,0.130924369,1.03335484,0.282995449,0.292434717,GE7,Endothelial Cells
1357,NCSTN,0.237261167,1.03335484,0.1768032,0.182700442,GE7,Endothelial Cells
1358,NOTCH1,0.153554376,1.03335484,0.294304234,0.304120704,GE7,Endothelial Cells
1359,VCAM1,0.188180394,1.03335484,0.20838505,0.2153357,GE7,Endothelial Cells
1360,ITGA3,0.441533724,1.104510446,0.14053234,0.155219438,GE7,Endothelial Cells
1361,ITGA6,0.338509595,1.104510446,0.577161771,0.637481205,GE7,Endothelial Cells
1362,ITGB1,0.206282774,1.104510446,0.748724314,0.826973826,GE7,Endothelial Cells
1363,ITGB4,0.317460988,1.104510446,0.316508068,0.349586467,GE7,Endothelial Cells
1364,MET,0.277771101,1.638800004,0.299406978,0.490668157,GE8,Endothelial Cells
1365,PTPRK,0.27872509,1.638800004,0.282857537,0.463546933,GE8,Endothelial Cells
1366,INSR,0.178316279,1.112777359,0.336919046,0.374915886,GE8,Endothelial Cells
1367,FZD6,0.180698631,1.545054126,0.223555372,0.345405149,GE8,Endothelial Cells
1368,INSR,0.178316279,1.545054126,0.336919046,0.520558162,GE8,Endothelial Cells
1369,SEC63,0.160410267,1.545054126,0.27623776,0.426802291,GE8,Endothelial Cells
1370,DAB2,0.181159257,1.545054126,0.398979451,0.616444847,GE8,Endothelial Cells
1371,LRP10,0.317742648,1.545054126,0.430837126,0.665666679,GE8,Endothelial Cells
1372,LIFR,0.222100358,1.545054126,0.420907461,0.650324809,GE8,Endothelial Cells
1373,EPHB4,0.202058236,1.545054126,0.286856985,0.443209569,GE8,Endothelial Cells
1374,ICAM1,0.283643276,2.090886456,0.490553027,1.02569068,GE8,Endothelial Cells
1375,ITGA6,0.338509595,1.446715161,0.577161771,0.834988684,GE8,Endothelial Cells
1376,ITGB1,0.206282774,1.446715161,0.748724314,1.083190817,GE8,Endothelial Cells
1377,ITGB4,0.317460988,1.446715161,0.316508068,0.45789702,GE8,Endothelial Cells
1378,NOTCH1,0.481738341,1.162949016,0.294304234,0.342260819,GE8,Endothelial Cells
1379,TNFRSF1A,0.316229025,1.162949016,0.56888705,0.661586635,GE8,Endothelial Cells
1380,TNFRSF1B,0.36931914,1.162949016,0.360502,0.419245446,GE8,Endothelial Cells
1381,ITGB1,0.215323106,1.162949016,0.748724314,0.870728204,GE8,Endothelial Cells
1382,ITGB1,0.223456103,2.36009366,0.748724314,1.767059507,GE8,Endothelial Cells
1383,ITGB4,0.281007146,2.36009366,0.316508068,0.746988684,GE8,Endothelial Cells
1384,FLT1,0.726801573,1.224304985,0.556612881,0.681463925,GE8,Endothelial Cells
1385,ITGB1,0.259535024,1.224304985,0.748724314,0.91666691,GE8,Endothelial Cells
1386,NOTCH1,0.153554376,1.301455571,0.294304234,0.383023885,GE8,Endothelial Cells
1387,SPHK1,0.130924369,1.301455571,0.282995449,0.368306003,GE8,Endothelial Cells
1388,NOTCH4,0.778206908,1.338009466,0.392911323,0.525719069,GE8,Endothelial Cells
1389,NOTCH1,0.608843183,1.338009466,0.294304234,0.393781851,GE8,Endothelial Cells
1390,ITGB1,0.17662245,1.338009466,0.748724314,1.001800219,GE8,Endothelial Cells
1391,ITGA5,0.12618435,1.223876538,0.465590953,0.569825844,GE8,Endothelial Cells
1392,CD36,0.153325007,1.223876538,0.4557992,0.557841947,GE8,Endothelial Cells
1393,ITGB1,0.50119522,1.223876538,0.748724314,0.916346121,GE8,Endothelial Cells
1394,ENG,0.805847413,1.465634171,0.826092953,1.21075006,GE8,Endothelial Cells
1395,CD47,0.370472889,1.465634171,0.295959178,0.433767884,GE8,Endothelial Cells
1396,CD46,0.861336822,1.465634171,0.398565715,0.584151531,GE8,Endothelial Cells
1397,RACK1,0.277758087,1.465634171,0.785822645,1.151728521,GE8,Endothelial Cells
1398,SLC1A5,0.181837145,1.465634171,0.234588333,0.343820676,GE8,Endothelial Cells
1399,DAB2,0.289019313,1.465634171,0.398979451,0.584757917,GE8,Endothelial Cells
1400,JAM2,0.610243816,1.465634171,0.56681837,0.830748371,GE8,Endothelial Cells
1401,FLT4,0.722498165,2.104861955,0.162046614,0.341085753,GE8,Endothelial Cells
1402,ITGAV,0.12274863,2.104861955,0.240104813,0.505387486,GE8,Endothelial Cells
1403,FLT1,0.965131027,2.104861955,0.556612881,1.171593277,GE8,Endothelial Cells
1404,NRP1,0.579111625,2.104861955,0.555647497,1.169561276,GE8,Endothelial Cells
1405,KDR,0.871129536,2.104861955,0.332092125,0.69900808,GE8,Endothelial Cells
1406,NRP2,0.994003408,2.104861955,0.332505861,0.699878937,GE8,Endothelial Cells
1407,PTPRB,0.329855787,2.104861955,0.554544201,1.16723899,GE8,Endothelial Cells
1408,RACK1,0.225262834,1.965494231,0.785822645,1.544529875,GE8,Endothelial Cells
1409,SLC1A5,0.233018295,1.965494231,0.234588333,0.461082014,GE8,Endothelial Cells
1410,PTPRM,0.149634758,1.965494231,0.395669563,0.777686243,GE8,Endothelial Cells
1411,ITGAE,0.497098134,1.965494231,0.191421873,0.376238587,GE8,Endothelial Cells
1412,FGFR1,0.31541564,1.965494231,0.199558682,0.392231437,GE8,Endothelial Cells
1413,MET,0.429514075,1.965494231,0.299406978,0.588482689,GE8,Endothelial Cells
1414,TGFBR2,0.204812661,1.698036291,0.729554544,1.238810092,GE8,Endothelial Cells
1415,JAM2,0.262659722,1.151338527,0.56681837,0.652599827,GE8,Endothelial Cells
1416,PTPRB,0.329132033,1.151338527,0.554544201,0.638468103,GE8,Endothelial Cells
1417,TGFBR2,0.148904141,1.151338527,0.729554544,0.839964254,GE8,Endothelial Cells
1418,PLXND1,0.594445167,1.802277813,0.434284926,0.782702087,GE8,Endothelial Cells
1419,S1PR1,0.126382617,4.523765806,0.582540339,2.635276067,GE9,Endothelial Cells
1420,APLNR,0.212136711,4.523765806,0.38518825,1.742501434,GE9,Endothelial Cells
1421,CXCR4,0.173296783,9.352629128,0.093366432,0.873221614,GE9,Endothelial Cells
1422,ACKR3,0.228546832,9.352629128,0.061370845,0.573978756,GE9,Endothelial Cells
1423,APLNR,0.212136711,9.352629128,0.38518825,3.602522846,GE9,Endothelial Cells
1424,SEC63,0.160410267,1.860481199,0.27623776,0.513935159,GE9,Endothelial Cells
1425,EPHB4,0.202058236,1.860481199,0.286856985,0.533692028,GE9,Endothelial Cells
1426,INSR,0.178316279,1.860481199,0.336919046,0.62683155,GE9,Endothelial Cells
1427,LRP10,0.317742648,1.237231446,0.430837126,0.53304524,GE9,Endothelial Cells
1428,LIFR,0.222100358,1.237231446,0.420907461,0.520759947,GE9,Endothelial Cells
1429,CD99,0.24472722,1.219856861,0.755619914,0.921748137,GE9,Endothelial Cells
1430,RPSA,0.162086214,2.040452668,0.843331954,1.720778936,GE9,Endothelial Cells
1431,TNFRSF1A,0.286159054,2.040452668,0.56888705,1.160787099,GE9,Endothelial Cells
1432,TNFRSF1B,0.277561093,2.040452668,0.360502,0.735587267,GE9,Endothelial Cells
1433,MYLK,0.359634844,2.040452668,0.302992691,0.618242244,GE9,Endothelial Cells
1434,JAM2,0.262659722,1.918549531,0.56681837,1.087469118,GE9,Endothelial Cells
1435,PTPRB,0.329132033,1.918549531,0.554544201,1.063920516,GE9,Endothelial Cells
1436,TGFBR2,0.148904141,1.918549531,0.729554544,1.399686528,GE9,Endothelial Cells
1437,ITGB1,0.17662245,2.677295548,0.748724314,2.004556273,GE9,Endothelial Cells
1438,TNFRSF1B,0.370354336,2.677295548,0.360502,0.965170399,GE9,Endothelial Cells
1439,LDLR,0.268963679,2.677295548,0.225761964,0.604431501,GE9,Endothelial Cells
1440,ICAM1,0.283643276,3.343291503,0.490553027,1.640061768,GE9,Endothelial Cells
1441,NRP1,0.155542433,1.274081092,0.555647497,0.707939969,GE9,Endothelial Cells
1442,NRP1,0.579111625,1.133539388,0.555647497,0.629848323,GE9,Endothelial Cells
1443,FLT1,0.965131027,1.133539388,0.556612881,0.630942624,GE9,Endothelial Cells
1444,PTPRB,0.329855787,1.133539388,0.554544201,0.628597694,GE9,Endothelial Cells
1445,PLXND1,0.594445167,5.343985803,0.434284926,2.32081248,GE9,Endothelial Cells
1446,ITGB1,0.17662245,2.57563452,0.748724314,1.928440188,GE9,Endothelial Cells
1447,NOTCH1,0.608843183,2.57563452,0.294304234,0.758020144,GE9,Endothelial Cells
1448,NOTCH4,0.778206908,2.57563452,0.392911323,1.011995966,GE9,Endothelial Cells
1449,NPR1,0.484873145,2.57563452,0.233209213,0.600661698,GE9,Endothelial Cells
1450,ITGB1,0.206282774,1.183328428,0.748724314,0.885986765,GE9,Endothelial Cells
1451,ITGA6,0.338509595,1.183328428,0.577161771,0.682971931,GE9,Endothelial Cells
1452,RACK1,0.225262834,2.876341413,0.785822645,2.260294217,GE9,Endothelial Cells
1453,SLC1A5,0.233018295,2.876341413,0.234588333,0.674756136,GE9,Endothelial Cells
1454,MET,0.429514075,2.876341413,0.299406978,0.861196691,GE9,Endothelial Cells
1455,PTPRM,0.149634758,2.876341413,0.395669563,1.138080749,GE9,Endothelial Cells
1456,ITGAE,0.497098134,2.876341413,0.191421873,0.55059466,GE9,Endothelial Cells
1457,FGFR1,0.31541564,2.876341413,0.199558682,0.5739989,GE9,Endothelial Cells
1458,ITGB1,0.389762464,1.754309869,0.748724314,1.313494453,GE9,Endothelial Cells
1459,ITGB4,0.126956635,1.754309869,0.316508068,0.555253227,GE9,Endothelial Cells
1460,TGFBR2,0.122725096,1.754309869,0.729554544,1.279864737,GE9,Endothelial Cells
1461,ITGB1,0.433977464,1.013674169,0.748724314,0.758962496,GE9,Endothelial Cells
1462,RPSA,0.161194147,1.013674169,0.843331954,0.854863818,GE9,Endothelial Cells
1463,ENG,0.805847413,1.09835078,0.826092953,0.907339839,GE9,Endothelial Cells
1464,RACK1,0.277758087,1.09835078,0.785822645,0.863108915,GE9,Endothelial Cells
1465,JAM2,0.610243816,1.09835078,0.56681837,0.622565399,GE9,Endothelial Cells
1466,SDC2,0.298267789,1.785022725,0.12662833,0.226034447,GE1,Epithelial Cells
1467,LRP2,0.582720051,1.196181464,0.115127332,0.137713181,GE1,Epithelial Cells
1468,LDLR,0.122286675,1.196181464,0.201502171,0.241033162,GE1,Epithelial Cells
1469,SORL1,0.182382625,1.196181464,0.200563314,0.239910119,GE1,Epithelial Cells
1470,CDH1,0.27610231,4.029586277,0.279662012,1.126922204,GE1,Epithelial Cells
1471,TGFBR2,0.179929659,1.523326703,0.095059265,0.144806317,GE1,Epithelial Cells
1472,RYK,0.331812761,2.154897312,0.143879826,0.310046251,GE1,Epithelial Cells
1473,FZD1,0.211902351,2.154897312,0.07980284,0.171966926,GE1,Epithelial Cells
1474,NPY1R,0.245135897,1.833480108,0.106090834,0.194515434,GE1,Epithelial Cells
1475,CXCR4,0.173296783,1.833480108,0.137190471,0.251535999,GE1,Epithelial Cells
1476,TNFRSF12A,0.191739594,1.161893781,0.262879944,0.305438572,GE1,Epithelial Cells
1477,NECTIN4,0.606485164,1.161893781,0.186949889,0.217215913,GE1,Epithelial Cells
1478,RAMP3,0.156778489,10.43053217,0.046121347,0.481070196,GE1,Epithelial Cells
1479,RAMP2,0.27225811,10.43053217,0.116887689,1.219200803,GE1,Epithelial Cells
1480,RAMP1,0.300135087,10.43053217,0.03297735,0.343971311,GE1,Epithelial Cells
1481,PTGER4,0.14354404,10.43053217,0.030982279,0.323161659,GE1,Epithelial Cells
1482,CALCRL,0.29439471,10.43053217,0.015725854,0.164029024,GE1,Epithelial Cells
1483,LRP5,0.292110635,5.491297986,0.073230841,0.402132372,GE1,Epithelial Cells
1484,FZD4,0.585673157,5.491297986,0.028165708,0.154666297,GE1,Epithelial Cells
1485,ITGA3,0.441533724,1.40106504,0.105269335,0.147489184,GE1,Epithelial Cells
1486,ITGA6,0.338509595,1.40106504,0.110080976,0.154230608,GE1,Epithelial Cells
1487,ITGB1,0.206282774,1.40106504,0.48128154,0.67430674,GE1,Epithelial Cells
1488,ITGB4,0.317460988,1.40106504,0.11442319,0.160314331,GE1,Epithelial Cells
1489,NOTCH3,0.171940248,1.810665987,0.101865978,0.184445262,GE1,Epithelial Cells
1490,SELENOS,0.344150839,3.630141778,0.404529985,1.468501198,GE10,Epithelial Cells
1491,CXCR4,0.278869593,6.150435158,0.137190471,0.843781094,GE10,Epithelial Cells
1492,NPY1R,0.245135897,6.150435158,0.106090834,0.652504798,GE10,Epithelial Cells
1493,CD44,0.157349922,1.253575464,0.500058679,0.62686129,GE10,Epithelial Cells
1494,CD44,0.167095569,1.153812116,0.500058679,0.576973762,GE10,Epithelial Cells
1495,RPSA,0.21140433,1.077144546,0.862222744,0.928738526,GE10,Epithelial Cells
1496,CD44,0.167095569,1.046430251,0.500058679,0.523276529,GE10,Epithelial Cells
1497,CD44,0.167095569,1.272937823,0.500058679,0.636543606,GE10,Epithelial Cells
1498,ITGB1,0.223456103,2.701612839,0.48128154,1.300236387,GE10,Epithelial Cells
1499,ITGB1,0.389762464,1.165519503,0.48128154,0.560943021,GE10,Epithelial Cells
1500,RACK1,0.277758087,1.023128687,0.886163596,0.906659396,GE10,Epithelial Cells
1501,PTPRF,0.227446558,1.072667632,0.399366272,0.428387273,GE2,Epithelial Cells
1502,CD44,0.167095569,1.072667632,0.500058679,0.536396758,GE2,Epithelial Cells
1503,AMFR,0.578282452,2.099587957,0.17427532,0.365906363,GE2,Epithelial Cells
1504,DSG2,0.499795383,3.932282183,0.256073231,1.006952203,GE2,Epithelial Cells
1505,SEC63,0.160410267,3.932282183,0.253021946,0.994953689,GE2,Epithelial Cells
1506,RYK,0.433876025,3.932282183,0.143879826,0.565776077,GE2,Epithelial Cells
1507,DLG1,0.169271543,3.932282183,0.145874897,0.57362126,GE2,Epithelial Cells
1508,LSR,0.194816568,3.932282183,0.203145171,0.798824136,GE2,Epithelial Cells
1509,INSR,0.178316279,3.932282183,0.223447952,0.878660401,GE2,Epithelial Cells
1510,LRP6,0.201589095,3.932282183,0.09365098,0.36826208,GE2,Epithelial Cells
1511,LRP10,0.317742648,1.40810196,0.267339514,0.376441294,GE2,Epithelial Cells
1512,SEC63,0.160410267,1.40810196,0.253021946,0.356280698,GE2,Epithelial Cells
1513,CD44,0.157349922,1.40810196,0.500058679,0.704133606,GE2,Epithelial Cells
1514,RPSA,0.162086214,1.043696997,0.862222744,0.899899289,GE2,Epithelial Cells
1515,RPSA,0.21140433,1.165284292,0.862222744,1.004734619,GE2,Epithelial Cells
1516,CD44,0.167095569,1.297450768,0.500058679,0.648801517,GE2,Epithelial Cells
1517,CD44,0.167095569,1.508445162,0.500058679,0.754311094,GE2,Epithelial Cells
1518,CD47,0.370472889,1.506569385,0.304424363,0.458636426,GE2,Epithelial Cells
1519,CD46,0.861336822,1.506569385,0.40840277,0.615287109,GE2,Epithelial Cells
1520,RACK1,0.277758087,1.506569385,0.886163596,1.335066944,GE2,Epithelial Cells
1521,ITGB1,0.223456103,1.887480918,0.48128154,0.908409722,GE2,Epithelial Cells
1522,CDH1,0.245716359,1.421111051,0.279662012,0.397430775,GE2,Epithelial Cells
1523,ITGB1,0.206282774,1.083765761,0.48128154,0.521596454,GE2,Epithelial Cells
1524,ITGB1,0.389762464,1.004389456,0.48128154,0.483394104,GE2,Epithelial Cells
1525,LPAR6,0.130278885,7.864018853,0.143058326,1.125013377,GE3,Epithelial Cells
1526,CXCR4,0.173296783,7.864018853,0.137190471,1.078868447,GE3,Epithelial Cells
1527,SELENOS,0.344150839,7.864018853,0.404529985,3.181231427,GE3,Epithelial Cells
1528,ERBB2,0.165147907,6.410361413,0.267339514,1.713742906,GE3,Epithelial Cells
1529,PTPRF,0.227446558,6.410361413,0.399366272,2.560082137,GE3,Epithelial Cells
1530,CD44,0.167095569,6.410361413,0.500058679,3.205556857,GE3,Epithelial Cells
1531,CD99,0.24472722,4.275960617,0.280483511,1.199336448,GE3,Epithelial Cells
1532,CD44,0.167095569,3.035755405,0.500058679,1.518055836,GE3,Epithelial Cells
1533,ITGB1,0.389762464,3.205269088,0.48128154,1.542636842,GE3,Epithelial Cells
1534,RPSA,0.161194147,1.810753701,0.862222744,1.561273024,GE3,Epithelial Cells
1535,RACK1,0.277758087,1.150894185,0.886163596,1.01988053,GE3,Epithelial Cells
1536,IL6ST,0.551000172,7.155510879,0.48210304,3.449693544,GE3,Epithelial Cells
1537,RYK,0.433876025,7.654391058,0.143879826,1.101312456,GE3,Epithelial Cells
1538,IGF1R,0.248451661,5.142654751,0.205140242,1.054965439,GE3,Epithelial Cells
1539,CD44,0.167095569,1.318726788,0.500058679,0.659440775,GE4,Epithelial Cells
1540,CXCR4,0.173296783,10.82223772,0.137190471,1.484707885,GE4,Epithelial Cells
1541,NPY1R,0.245135897,10.82223772,0.106090834,1.14814023,GE4,Epithelial Cells
1542,SELENOS,0.344150839,1.899303461,0.404529985,0.7683252,GE4,Epithelial Cells
1543,CXCR4,0.307457128,4.111056758,0.137190471,0.563997811,GE4,Epithelial Cells
1544,CD44,0.167095569,1.177414301,0.500058679,0.588776239,GE4,Epithelial Cells
1545,ITGB1,0.259535024,1.392984468,0.48128154,0.670417709,GE4,Epithelial Cells
1546,ITGB1,0.389762464,1.210880367,0.48128154,0.582774368,GE4,Epithelial Cells
1547,RACK1,0.277758087,1.063461141,0.886163596,0.942400549,GE4,Epithelial Cells
1548,IL6ST,0.551000172,3.33665707,0.48210304,1.608612516,GE4,Epithelial Cells
1549,RYK,0.433876025,4.372375776,0.143879826,0.629096667,GE4,Epithelial Cells
1550,RPSA,0.162086214,1.233634114,0.862222744,1.063667391,GE4,Epithelial Cells
1551,CD44,0.167095569,1.207056238,0.500058679,0.603598947,GE4,Epithelial Cells
1552,CD44,0.167095569,2.269109597,0.500058679,1.134687947,GE4,Epithelial Cells
1553,CD2,0.939364584,47.10985687,0.031099636,1.46509941,GE5,Epithelial Cells
1554,CD44,0.216539832,47.10985687,0.500058679,23.55769277,GE5,Epithelial Cells
1555,INSR,0.37823044,47.10985687,0.223447952,10.52660104,GE5,Epithelial Cells
